allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0578_0006	g0578	NA	NACHT domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	NACHT domain-containing protein(1)	NA(1)	3984	3984	3984.00	302	28									pQBR49_00607											
g0833_0006	g0833	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	351	351	351.00	302	29									pQBR49_00608											
g0620_0006	g0620	NA	Tyr recombinase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Tyr recombinase domain-containing protein(1)	NA(1)	1245	1245	1245.00	302	30									pQBR49_00609											
g0766_0006	g0766	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	486	486	486.00	302	31									pQBR49_00610											
g0586_0006	g0586	NA	Tyr recombinase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Tyr recombinase domain-containing protein(1)	NA(1)	2202	2202	2202.00	302	32									pQBR49_00611											
g0592_0006	g0592	NA	Tyr recombinase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Tyr recombinase domain-containing protein(1)	NA(1)	1899	1899	1899.00	302	33									pQBR49_00612											
g0580_0006	g0580	NA	Tn3 family transposase	98	1	1	1	1	1	0	0	0	0	1	Tn3 family transposase(1)	NA(1)	3030	3030	3030.00	303	1															pQG1rel04_00287					
g0677_0006	g0677	araC	AraC-type DNA-binding domain and AraC-containing proteins	98	1	1	1	1	1	0	0	0	0	1	AraC-type DNA-binding domain and AraC-containing proteins(1)	araC(1)	846	846	846.00	303	2															pQG1rel04_00286					
g0754_0006	g0754	ykgB	DUF417 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF417 domain-containing protein(1)	ykgB(1)	519	519	519.00	303	3															pQG1rel04_00285					
g0813_0006	g0813	sdhC	succinate dehydrogenase%2C cytochrome b556 subunit	98	1	1	1	1	1	0	0	0	0	1	succinate dehydrogenase%2C cytochrome b556 subunit(1)	sdhC(1)	375	375	375.00	303	4															pQG1rel04_00284					
g0915_0006	g0915	NA	Secreted protein	98	1	1	1	1	1	0	0	0	0	1	Secreted protein(1)	NA(1)	246	246	246.00	303	5															pQG1rel04_00283					
g0895_0006	g0895	NA	Peptide methionine sulfoxide reductase	98	1	1	1	1	1	0	0	0	0	1	Peptide methionine sulfoxide reductase(1)	NA(1)	267	267	267.00	303	6															pQG1rel04_00282					
g0876_0006	g0876	NA	NTP-transf-9 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	NTP-transf-9 domain-containing protein(1)	NA(1)	282	282	282.00	303	7															pQG1rel04_00281					
g0889_0006	g0889	grxC	glutaredoxin 3	98	1	1	1	1	1	0	0	0	0	1	glutaredoxin 3(1)	grxC(1)	273	273	273.00	303	8															pQG1rel04_00280					
g0694_0006	g0694	NA	Propane 2-monooxygenase%2C reductase component	98	1	1	1	1	1	0	0	0	0	1	Propane 2-monooxygenase%2C reductase component(1)	NA(1)	747	747	747.00	303	9															pQG1rel04_00279					
g0731_0006	g0731	NA	Oxidored-molyb domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Oxidored-molyb domain-containing protein(1)	NA(1)	603	603	603.00	303	10															pQG1rel04_00278					
g0773_0006	g0773	NA	Thioredoxin domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Thioredoxin domain-containing protein(1)	NA(1)	471	471	471.00	303	11															pQG1rel04_00277					
g0869_0006	g0869	NA	DUF1330 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1330 domain-containing protein(1)	NA(1)	291	291	291.00	303	12															pQG1rel04_00276					
g0785_0006	g0785	glcG	Heme-binding protein HbpS%2C GlcG/HbpS family	98	1	1	1	1	1	0	0	0	0	1	Heme-binding protein HbpS%2C GlcG/HbpS family(1)	glcG(1)	432	432	432.00	303	13															pQG1rel04_00275					
g0648_0006	g0648	qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	98	1	1	1	1	1	0	0	0	0	1	NADPH:quinone reductase or related Zn-dependent oxidoreductase(1)	qor(1)	1014	1014	1014.00	303	14															pQG1rel04_00274					
g0977_0006	g0977	umuC	UmuC domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	UmuC domain-containing protein(1)	umuC(1)	168	168	168.00	303	15															pQG1rel04_00273					
g0654_0006	g0654	corA	Magnesium transport protein CorA	98	1	1	1	1	1	0	0	0	0	1	Magnesium transport protein CorA(1)	corA(1)	969	969	969.00	303	16															pQG1rel04_00272					
g0700_0006	g0700	NA	Glutathione S-transferase	98	1	1	1	1	1	0	0	0	0	1	Glutathione S-transferase(1)	NA(1)	705	705	705.00	303	17															pQG1rel04_00271					
g0748_0006	g0748	msrA	Peptide methionine sulfoxide reductase MsrA	98	1	1	1	1	1	0	0	0	0	1	Peptide methionine sulfoxide reductase MsrA(1)	msrA(1)	540	540	540.00	303	18															pQG1rel04_00270					
g0784_0006	g0784	msrB	Peptide methionine sulfoxide reductase MsrB	98	1	1	1	1	1	0	0	0	0	1	Peptide methionine sulfoxide reductase MsrB(1)	msrB(1)	444	444	444.00	303	19															pQG1rel04_00269					
g0631_0006	g0631	tnp	ISAs1 family ISPa60 transposase	98	1	1	1	1	1	0	0	0	0	1	ISAs1 family ISPa60 transposase(1)	tnp(1)	1122	1122	1122.00	303	20															pQG1rel04_00268					
g0686_0006	g0686	istB	IS21-like element ISPst3 family helper ATPase IstB	98	1	1	1	1	1	0	0	0	0	1	IS21-like element ISPst3 family helper ATPase IstB(1)	istB(1)	804	804	804.00	303	21															pQG1rel04_00267					
g0604_0006	g0604	tnp	IS21 family ISPst3 transposase	98	1	1	1	1	1	0	0	0	0	1	IS21 family ISPst3 transposase(1)	tnp(1)	1509	1509	1509.00	303	22															pQG1rel04_00266					
g0732_0006	g0732	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	600	600	600.00	303	23															pQG1rel04_00265					
g0585_0006	g0585	NA	Chromosome segregation protein SMC	98	1	1	1	1	1	0	0	0	0	1	Chromosome segregation protein SMC(1)	NA(1)	2274	2274	2274.00	303	24															pQG1rel04_00264					
g0666_0006	g0666	NA	Haloalkane dehalogenase	98	1	1	1	1	1	0	0	0	0	1	Haloalkane dehalogenase(1)	NA(1)	909	909	909.00	303	25															pQG1rel04_00263					
g0705_0006	g0705	rlmF	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	98	1	1	1	1	1	0	0	0	0	1	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF(1)	rlmF(1)	675	675	675.00	303	26															pQG1rel04_00262					
g0968_0006	g0968	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	180	180	180.00	303	27															pQG1rel04_00261					
g0704_0006	g0704	mcbR	HTH-type transcriptional regulator McbR	98	1	1	1	1	1	0	0	0	0	1	HTH-type transcriptional regulator McbR(1)	mcbR(1)	678	678	678.00	304	1															pQG1rel04_00235					
g0733_0006	g0733	NA	HTH tetR-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	HTH tetR-type domain-containing protein(1)	NA(1)	591	591	591.00	304	2															pQG1rel04_00236					
g0701_0006	g0701	NA	Cysteine hydrolase	98	1	1	1	1	1	0	0	0	0	1	Cysteine hydrolase(1)	NA(1)	702	702	702.00	304	3															pQG1rel04_00237					
g0938_0006	g0938	NA	Secreted protein	98	1	1	1	1	1	0	0	0	0	1	Secreted protein(1)	NA(1)	225	225	225.00	304	4															pQG1rel04_00238					
g0637_0006	g0637	NA	ABC transporter substrate-binding protein	98	1	1	1	1	1	0	0	0	0	1	ABC transporter substrate-binding protein(1)	NA(1)	1053	1053	1053.00	304	5															pQG1rel04_00239					
g0661_0006	g0661	NA	ABC transmembrane type-1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	ABC transmembrane type-1 domain-containing protein(1)	NA(1)	930	930	930.00	304	6															pQG1rel04_00240					
g0687_0006	g0687	NA	ABC transmembrane type-1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	ABC transmembrane type-1 domain-containing protein(1)	NA(1)	795	795	795.00	304	7															pQG1rel04_00241					
g0724_0006	g0724	NA	Type III restriction-modification system methylation subunit	98	1	1	1	1	1	0	0	0	0	1	Type III restriction-modification system methylation subunit(1)	NA(1)	627	627	627.00	304	8															pQG1rel04_00244					
g0662_0006	g0662	argC	N-acetyl-gamma-glutamyl-phosphate reductase	98	1	1	1	1	1	0	0	0	0	1	N-acetyl-gamma-glutamyl-phosphate reductase(1)	argC(1)	930	930	930.00	304	9															pQG1rel04_00245					
g0670_0006	g0670	cysL	HTH-type transcriptional regulator CysL	98	1	1	1	1	1	0	0	0	0	1	HTH-type transcriptional regulator CysL(1)	cysL(1)	885	885	885.00	304	10															pQG1rel04_00246					
g0899_0006	g0899	NA	UDG domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	UDG domain-containing protein(1)	NA(1)	264	264	264.00	304	11															pQG1rel04_00248					
g0744_0006	g0744	NA	Cytochrome-P460 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Cytochrome-P460 domain-containing protein(1)	NA(1)	549	549	549.00	304	12															pQG1rel04_00249					
g0750_0006	g0750	yciW	Alkylhydroperoxidase family enzyme%2C contains CxxC motif	98	1	1	1	1	1	0	0	0	0	1	Alkylhydroperoxidase family enzyme%2C contains CxxC motif(1)	yciW(1)	534	534	534.00	304	13															pQG1rel04_00250					
g0679_0006	g0679	araC	AraC-type DNA-binding domain and AraC-containing proteins	98	1	1	1	1	1	0	0	0	0	1	AraC-type DNA-binding domain and AraC-containing proteins(1)	araC(1)	843	843	843.00	304	14															pQG1rel04_00251					
g0652_0006	g0652	eAL	EAL domain%2C c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	98	1	1	1	1	1	0	0	0	0	1	EAL domain%2C c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)(1)	eAL(1)	990	990	990.00	304	15															pQG1rel04_00252					
g0914_0006	g0914	merF	mercury resistance system transport protein MerF	98	1	1	1	1	1	0	0	0	0	1	mercury resistance system transport protein MerF(1)	merF(1)	246	246	246.00	305	1															pQG1rel04_00217					
g0710_0006	g0710	pinE	DNA specific recombinase PinE	98	1	1	1	1	1	0	0	0	0	1	DNA specific recombinase PinE(1)	pinE(1)	666	666	666.00	305	2															pQG1rel04_00221					
g0866_0006	g0866	NA	DUF2188 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2188 domain-containing protein(1)	NA(1)	294	294	294.00	305	3															pQG1rel04_00222					
g0722_0006	g0722	parA	ParA	98	1	1	1	1	1	0	0	0	0	1	ParA(1)	parA(1)	633	633	633.00	305	4															pQG1rel04_00223					
g0937_0006	g0937	NA	Plasmid partitioning protein	98	1	1	1	1	1	0	0	0	0	1	Plasmid partitioning protein(1)	NA(1)	225	225	225.00	305	5															pQG1rel04_00224					
g0647_0006	g0647	NA	Plasmid replication protein	98	1	1	1	1	1	0	0	0	0	1	Plasmid replication protein(1)	NA(1)	1014	1014	1014.00	305	6															pQG1rel04_00225					
g0868_0006	g0868	mJ0435	putative nucleotidyltransferase MJ0435	98	1	1	1	1	1	0	0	0	0	1	putative nucleotidyltransferase MJ0435(1)	mJ0435(1)	291	291	291.00	305	7															pQG1rel04_00227					
g0811_0006	g0811	NA	DUF86 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF86 domain-containing protein(1)	NA(1)	378	378	378.00	305	8															pQG1rel04_00228					
g0740_0006	g0740	NA	Chlorite dismutase	98	1	1	1	1	1	0	0	0	0	1	Chlorite dismutase(1)	NA(1)	561	561	561.00	305	9															pQG1rel04_00229					
g0828_0006	g0828	NA	Cupin-2 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Cupin-2 domain-containing protein(1)	NA(1)	357	357	357.00	305	10															pQG1rel04_00230					
g0760_0006	g0760	NA	Transposase	98	1	1	1	1	1	0	0	0	0	1	Transposase(1)	NA(1)	501	501	501.00	305	11															pQG1rel04_00232					
g0943_0006	g0943	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	216	216	216.00	306	1																	pQG1rel06_00224			
g0765_0006	g0765	rimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	98	1	1	1	1	1	0	0	0	0	1	Ribosomal protein S18 acetylase RimI and related acetyltransferases(1)	rimI(1)	489	489	489.00	306	2																	pQG1rel06_00223			
g0626_0006	g0626	cml	CmlA/FloR family chloramphenicol efflux MFS transporter	98	1	1	1	1	1	0	0	0	0	1	CmlA/FloR family chloramphenicol efflux MFS transporter(1)	cml(1)	1206	1206	1206.00	306	3																	pQG1rel06_00222			
g0593_0006	g0593	NA	Tn3 family transposase	98	1	1	1	1	1	0	0	0	0	1	Tn3 family transposase(1)	NA(1)	1767	1767	1767.00	306	4																	pQG1rel06_00220			
g0758_0006	g0758	yhbS	putative N-acetyltransferase YhbS	98	1	1	1	1	1	0	0	0	0	1	putative N-acetyltransferase YhbS(1)	yhbS(1)	501	501	501.00	306	5																	pQG1rel06_00219			
g0681_0006	g0681	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	98	1	1	1	1	1	0	0	0	0	1	sulfonamide-resistant dihydropteroate synthase Sul1(1)	sul1(1)	840	840	840.00	306	6																	pQG1rel06_00218			
g0835_0006	g0835	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	98	1	1	1	1	1	0	0	0	0	1	quaternary ammonium compound efflux SMR transporter QacE delta 1(1)	qacEdelta1(1)	348	348	348.00	306	7																	pQG1rel06_00217			
g0799_0006	g0799	NA	Signal peptide protein	98	1	1	1	1	1	0	0	0	0	1	Signal peptide protein(1)	NA(1)	405	405	405.00	306	8																	pQG1rel06_00216			
g0688_0006	g0688	aadA4	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4	98	1	1	1	1	1	0	0	0	0	1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4(1)	aadA4(1)	789	789	789.00	306	9																	pQG1rel06_00215			
g0645_0006	g0645	intI1	class 1 integron integrase IntI1	98	1	1	1	1	1	0	0	0	0	1	class 1 integron integrase IntI1(1)	intI1(1)	1014	1014	1014.00	306	10																	pQG1rel06_00213			
g0659_0006	g0659	NA	DNA invertase	98	1	1	1	1	1	0	0	0	0	1	DNA invertase(1)	NA(1)	936	936	936.00	306	11																	pQG1rel06_00212			
g0664_0006	g0664	czcD	Cobalt-zinc-cadmium resistance protein CzcD	98	1	1	1	1	1	0	0	0	0	1	Cobalt-zinc-cadmium resistance protein CzcD(1)	czcD(1)	912	912	912.00	307	1																			pQG1rel08_00144	
g0609_0006	g0609	NA	Sensor protein	98	1	1	1	1	1	0	0	0	0	1	Sensor protein(1)	NA(1)	1437	1437	1437.00	307	2																			pQG1rel08_00145	
g0237_2_0014	g0237_2	czcR	Transcriptional activator protein CzcR	98	1	1	1	1	1	0	0	0	0	1	Transcriptional activator protein CzcR(1)	czcR(1)	675	675	675.00	307	3																			pQG1rel08_00146	
g0624_0006	g0624	czcC	Cobalt/zinc/cadmium resistance protein CzcC	98	1	1	1	1	1	0	0	0	0	1	Cobalt/zinc/cadmium resistance protein CzcC(1)	czcC(1)	1209	1209	1209.00	307	4																			pQG1rel08_00147	
g0621_0006	g0621	NA	Cytochrome C peroxidase	98	1	1	1	1	1	0	0	0	0	1	Cytochrome C peroxidase(1)	NA(1)	1224	1224	1224.00	307	5																			pQG1rel08_00148	
g0579_0006	g0579	czcA	Heavy metal efflux pump CzcA	98	1	1	1	1	1	0	0	0	0	1	Heavy metal efflux pump CzcA(1)	czcA(1)	3168	3168	3168.00	307	6																			pQG1rel08_00149	
g0613_0006	g0613	NA	Porin D	98	1	1	1	1	1	0	0	0	0	1	Porin D(1)	NA(1)	1326	1326	1326.00	307	7																			pQG1rel08_00152	
g0201_2_0009	g0201_2	NA	SAVED domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	SAVED domain-containing protein(1)	NA(1)	1167	1167	1167.00	307	8																			pQG1rel08_00153	
g0894_0006	g0894	NA	ANTAR domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	ANTAR domain-containing protein(1)	NA(1)	267	267	267.00	308	1																	pQG1rel06_00271			
g0675_0006	g0675	NA	Glyoxalase-8 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Glyoxalase-8 domain-containing protein(1)	NA(1)	852	852	852.00	308	2																	pQG1rel06_00270			
g0829_0006	g0829	NA	Ribonuclease PH	98	1	1	1	1	1	0	0	0	0	1	Ribonuclease PH(1)	NA(1)	354	354	354.00	308	3																	pQG1rel06_00269			
g0797_0006	g0797	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	408	408	408.00	308	4																	pQG1rel06_00268			
g0991_0006	g0991	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	132	132	132.00	308	5																	pQG1rel06_00267			
g0924_0006	g0924	NA	DUF805 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF805 domain-containing protein(1)	NA(1)	240	240	240.00	308	6																	pQG1rel06_00266			
g0888_0006	g0888	NA	Holin	98	1	1	1	1	1	0	0	0	0	1	Holin(1)	NA(1)	273	273	273.00	308	7																	pQG1rel06_00265			
g0821_0006	g0821	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	363	363	363.00	309	1																			pQG1rel08_00272	
g0952_0006	g0952	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	201	201	201.00	309	2																			pQG1rel08_00271	
g0955_0006	g0955	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	195	195	195.00	309	3																			pQG1rel08_00270	
g0922_0006	g0922	NA	Transposase	98	1	1	1	1	1	0	0	0	0	1	Transposase(1)	NA(1)	240	240	240.00	309	4																			pQG1rel08_00269	
g0735_0006	g0735	NA	Aminopeptidase N	98	1	1	1	1	1	0	0	0	0	1	Aminopeptidase N(1)	NA(1)	588	588	588.00	309	5																			pQG1rel08_00268	
g0739_0006	g0739	tnpR	Transposon Tn501 resolvase	98	1	1	1	1	1	0	0	0	0	1	Transposon Tn501 resolvase(1)	tnpR(1)	561	561	561.00	310	1																	pQG1rel06_00243			
g0919_0006	g0919	NA	Relaxase/helicase	98	1	1	1	1	1	0	0	0	0	1	Relaxase/helicase(1)	NA(1)	243	243	243.00	310	2																	pQG1rel06_00245			
g0703_0006	g0703	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	98	1	1	1	1	1	0	0	0	0	1	tetracycline resistance transcriptional repressor TetR(A)(1)	tetR(A)(1)	678	678	678.00	310	3																	pQG1rel06_00246			
g0627_0006	g0627	tet(A)	tetracycline efflux MFS transporter Tet(A)	98	1	1	1	1	1	0	0	0	0	1	tetracycline efflux MFS transporter Tet(A)(1)	tet(A)(1)	1200	1200	1200.00	310	4																	pQG1rel06_00247			
g0669_0006	g0669	NA	Drug/metabolite transporter	98	1	1	1	1	1	0	0	0	0	1	Drug/metabolite transporter(1)	NA(1)	885	885	885.00	310	5																	pQG1rel06_00248			
g0812_0006	g0812	NA	Phage-related protein	98	1	1	1	1	1	0	0	0	0	1	Phage-related protein(1)	NA(1)	378	378	378.00	311	1															pQG1rel04_00289					
g0844_0006	g0844	NA	putative DNA-binding protein%2C XRE-type HTH domain	98	1	1	1	1	1	0	0	0	0	1	putative DNA-binding protein%2C XRE-type HTH domain(1)	NA(1)	336	336	336.00	311	2															pQG1rel04_00290					
g0845_0006	g0845	tnpA	TnpA repressor protein	98	1	1	1	1	1	0	0	0	0	1	TnpA repressor protein(1)	tnpA(1)	336	336	336.00	311	3															pQG1rel04_00291					
g0814_0006	g0814	NA	CN hydrolase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	CN hydrolase domain-containing protein(1)	NA(1)	375	375	375.00	311	4															pQG1rel04_00294					
g0663_0006	g0663	NA	HD-GYP domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	HD-GYP domain-containing protein(1)	NA(1)	915	915	915.00	311	5															pQG1rel04_00295					
g0923_0006	g0923	NA	RHH-6 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	RHH-6 domain-containing protein(1)	NA(1)	240	240	240.00	312	1																	pQG1rel06_00231			
g0796_0006	g0796	NA	putative toxin-antitoxin system toxin component%2C PIN family	98	1	1	1	1	1	0	0	0	0	1	putative toxin-antitoxin system toxin component%2C PIN family(1)	NA(1)	411	411	411.00	312	2																	pQG1rel06_00232			
g0582_0006	g0582	NA	Tn3 family transposase	98	1	1	1	1	1	0	0	0	0	1	Tn3 family transposase(1)	NA(1)	2994	2994	2994.00	312	3																	pQG1rel06_00233			
g0831_0006	g0831	merT	Mercuric transport protein MerT	98	1	1	1	1	1	0	0	0	0	1	Mercuric transport protein MerT(1)	merT(1)	351	351	351.00	312	4																	pQG1rel06_00235			
g0984_0006	g0984	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	150	150	150.00	313	1																			pQG1rel08_00279	
g0897_0006	g0897	brnT	BrnT family toxin	98	1	1	1	1	1	0	0	0	0	1	BrnT family toxin(1)	brnT(1)	264	264	264.00	313	2																			pQG1rel08_00278	
g0949_0006	g0949	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	210	210	210.00	313	3																			pQG1rel08_00277	
g0972_0006	g0972	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	174	174	174.00	314	1																			pQG1rel08_00163	
g0801_0006	g0801	NA	DUF563 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF563 domain-containing protein(1)	NA(1)	402	402	402.00	314	2																			pQG1rel08_00164	
g0820_0006	g0820	NA	Phage protein	98	1	1	1	1	1	0	0	0	0	1	Phage protein(1)	NA(1)	363	363	363.00	314	3																			pQG1rel08_00165	
g0689_0006	g0689	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	777	777	777.00	315	1															pQG1rel04_00401					
g0935_0006	g0935	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	228	228	228.00	315	2															pQG1rel04_00404					
g0989_0006	g0989	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	138	138	138.00	315	3															pQG1rel04_00405					
g0723_0006	g0723	NA	Thymidylate kinase	98	1	1	1	1	1	0	0	0	0	1	Thymidylate kinase(1)	NA(1)	627	627	627.00	316	1			pQBR11d_00151																	
g0742_0006	g0742	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	552	552	552.00	316	2			pQBR11d_00150																	
g0911_0006	g0911	NA	Phage protein	98	1	1	1	1	1	0	0	0	0	1	Phage protein(1)	NA(1)	246	246	246.00	317	1																			pQG1rel08_00264	
g0789_0006	g0789	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	423	423	423.00	317	2																			pQG1rel08_00263	
g0840_0006	g0840	NA	DUF3077 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF3077 domain-containing protein(1)	NA(1)	339	339	339.00	318	1															pQG1rel04_00201					
g0612_0006	g0612	NA	ISL3 family transposase	98	1	1	1	1	1	0	0	0	0	1	ISL3 family transposase(1)	NA(1)	1341	1341	1341.00	318	2															pQG1rel04_00202					
g0931_0006	g0931	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	237	237	237.00	319	1															pQG1rel04_00205					
g0656_0006	g0656	NA	PAS domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	PAS domain-containing protein(1)	NA(1)	945	945	945.00	319	2															pQG1rel04_00208					
g0843_0006	g0843	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	336	336	336.00	320	1																			pQG1rel08_00249	
